id,author,comment,clean_text,star_rating
5276,七十一八,表白所有细胞!,表白所有细胞!,5
5278,风飒飒兮叶萧萧,血小板真的好萌|･ω･｀)，感觉涨了知识,血小板真的好萌|･ω･｀，感觉涨了知识,5
5279,暴躁的阿燃,超好看 停不下来 画风也很棒 PS：请不要在我身体里谈恋爱（- _ -）,超好看 停不下来 画风也很棒 PS：请不要在我身体里谈恋爱- _ -,5
5280,一名柚子厨,我还能说什么,我还能说什么,5
5282,彷徨無安,借的大会员看完了,借的大会员看完了,5
5283,炭机捞,very 凹毛西捞以,very 凹毛西捞以,5
5284,撕裂大地的神器,血小板超可爱！！！,血小板超可爱！！！,5
5286,沫沫童,寓教于乐的典型作品，无论哪个年龄段都可以从中学到。。,寓教于乐的典型作品，无论哪个年龄段都可以从中学到。。,5
5287,沉默的小义,血小板超可爱,血小板超可爱,5
5288,萤火虫少儿频道,不仅能看到可爱的血小板，还能学到不少生物知识。拟人化的细胞让身体里发生的事情都生动有趣了起来。期待第二季的到来~,不仅能看到可爱的血小板，还能学到不少生物知识。拟人化的细胞让身体里发生的事情都生动有趣了起来。期待第二季的到来,5
5289,可口但不百事,非常好看。,非常好看。,5
5290,白首卧松云L,(〃￣ω￣〃ゞ,〃￣ω￣〃ゞ,5
5291,发发牢骚是最可靠的,top1纪念,top1纪念,5
5292,雾凇四季,有点创意……,有点创意……,5
5294,手冢雪绘,什么时候出第二季啊QAQ,什么时候出第二季啊QAQ,5
5295,番剧旅行者,"她虽经常迷路,但从未迷失方向","她虽经常迷路,但从未迷失方向",5
5296,知不知春秋,很有趣的一部番,很有趣的一部番,5
5297,目目木有夏,必须满分，科普知识超多，人物超级可爱,必须满分，科普知识超多，人物超级可爱,5
5298,Faerie一Mona,这也太好看了吧,这也太好看了吧,5
5299,御坂゛9982,为了血小板!,为了血小板!,5
5300,你我同行Official,既有科普又不乏趣味，非常喜欢的一部番！,既有科普又不乏趣味，非常喜欢的一部番！,5
5301,天骄山仔,有趣的健康动画,有趣的健康动画,5
5302,啊哩哩狸,血小板 血小板,血小板 血小板,5
5303,寻云韵,好看！有趣,好看！有趣,5
5304,AYBAR_,很正能量，很温馨,很正能量，很温馨,5
5305,皮那一下特别嗨,很好的科普番,很好的科普番,5
5306,少女胜过一切诗歌,之前没看现在居然要会员了，借同桌大会员的号子看完了（￣▽￣）／,之前没看现在居然要会员了，借同桌大会员的号子看完了￣▽￣／,5
5307,天天整活王药师,科普与乐趣的结合。整体效果是虎头豹尾豆腐腰。除了中期有点中规中矩(毕竟有题材限制)，可以说是几近完美了。,科普与乐趣的结合。整体效果是虎头豹尾豆腐腰。除了中期有点中规中矩毕竟有题材限制，可以说是几近完美了。,5
5309,bigibigibigibigi,啊啊啊！喜欢喜欢，最近2年看过最好看的番剧了!红白一生推,啊啊啊！喜欢喜欢，最近2年看过最好看的番剧了!红白一生推,5
5310,桃桃桃Qwq,舍不得生病了，我会照顾好自己哒！,舍不得生病了，我会照顾好自己哒！,5
5311,小火龙DtrIstaDrag,ASDSAD,ASDSAD,5
5312,圣枪游侠火至高,哪有什么岁月静好，不过是有人替你负重前行,哪有什么岁月静好，不过是有人替你负重前行,5
5313,糖浆软软,看了这个我一定要好好的活着。,看了这个我一定要好好的活着。,5
5314,首席顾问,什么都不说，果断五星好评,什么都不说，果断五星好评,5
5315,一曲离歌两行泪,还是好看的呀,还是好看的呀,5
5316,红影蝴蝶,有趣 科普 是我对作品基本音响 基本一集一个故事 很完成！（っ╹◡╹)ﾉ,有趣 科普 是我对作品基本音响 基本一集一个故事 很完成！っ╹◡╹ﾉ,5
5317,不可爱社长先生,很棒，让我们知道了身体内的细胞们是如何辛苦的工作。,很棒，让我们知道了身体内的细胞们是如何辛苦的工作。,5
5318,超强的自我管理意识,"最后那集,东北大碴子味的热心红细胞,哈哈哈","最后那集,东北大碴子味的热心红细胞,哈哈哈",5
5319,有魚丸,感谢制作组让我知道细胞为我的付出，我会珍惜自己，保护自己就是对这些小可爱负责,感谢制作组让我知道细胞为我的付出，我会珍惜自己，保护自己就是对这些小可爱负责,5
5321,河安-,体内的细胞都谈恋爱啦！你还等什么！,体内的细胞都谈恋爱啦！你还等什么！,5
5322,吾不是⑨,剧情热血，音乐好听，人设鲜明，故事有趣，主要还有涨知识啦！非常感谢，满分绝不夸张！,剧情热血，音乐好听，人设鲜明，故事有趣，主要还有涨知识啦！非常感谢，满分绝不夸张！,5
5323,阳光fly1,寓教于乐，确实不错,寓教于乐，确实不错,5
5324,輝夜君咲桜,从暑假追到现在，昨天完结撒花。来源于现实，向我们展示了细胞的努力奋斗。在你孤身一人时，仍有37兆细胞为你而战。人物的刻画也十分生动。,从暑假追到现在，昨天完结撒花。来源于现实，向我们展示了细胞的努力奋斗。在你孤身一人时，仍有37兆细胞为你而战。人物的刻画也十分生动。,5
5325,天冬自当归,居然要大会员，可恶,居然要大会员，可恶,5
5326,下次一定冥夕,超级好看啊！我永远爱白血球！！！,超级好看啊！我永远爱白血球！！！,5
5327,希望というの罠,自从看了这部番我的学考全部过关,自从看了这部番我的学考全部过关,5
5328,哔哩哗啦哔哔哔,不多说，，，，俩字，，，吹爆！,不多说，，，，俩字，，，吹爆！,5
5329,暴戾美学,高开低走的典型,高开低走的典型,5
5331,krosabell,过于套路，看几集就腻了，思路还是挺新颖的,过于套路，看几集就腻了，思路还是挺新颖的,5
5332,koukiiii,第一印象不错 看不下去,第一印象不错 看不下去,5
5333,板烧鸡腿堡啊,看完之后真的是满满的感动，像弹幕中我能活到现在真是不容易的调侃也好，热评中的感恩感谢也好。总之啊，我看到了，每个细胞，即使生命短暂，但也是在竭尽全力地让自己成为有用的一份子呢。感谢你们组成了现在的我。,看完之后真的是满满的感动，像弹幕中我能活到现在真是不容易的调侃也好，热评中的感恩感谢也好。总之啊，我看到了，每个细胞，即使生命短暂，但也是在竭尽全力地让自己成为有用的一份子呢。感谢你们组成了现在的我。,5
5334,舞法天女麦迪文,看标题的时候，感觉和生物学的内容没什么关系。可是失血性休克那集，血液跑光了了还要升血压，不就是刚学的血压调节嘛，还有中暑那集，也复习了体温调节2333有次做题的时候，题干是培养金黄色葡萄球菌！~,看标题的时候，感觉和生物学的内容没什么关系。可是失血性休克那集，血液跑光了了还要升血压，不就是刚学的血压调节嘛，还有中暑那集，也复习了体温调节2333有次做题的时候，题干是培养金黄色葡萄球菌！,5
5335,えんの番犬,新颖的形式介绍身边忽略的事物，贴切真实易接受,新颖的形式介绍身边忽略的事物，贴切真实易接受,5
5336,乐乐腿不短,这个番可以说真的很治愈了，几十兆亿的小伙伴陪伴我们一起成长，一起守护一起成长，为了那些为你付出一切的生命，又怎么可以轻言放弃?,这个番可以说真的很治愈了，几十兆亿的小伙伴陪伴我们一起成长，一起守护一起成长，为了那些为你付出一切的生命，又怎么可以轻言放弃?,5
5337,不一般会社员,真的是好棒啊。一部搞笑番却看得我心里暖暖的,真的是好棒啊。一部搞笑番却看得我心里暖暖的,5
5338,76408890,除了角色和题材比较新颖，还有部分是以科普的角度去讲的，只看剧情我觉得，不应该这么高分，老实说故事内容有些老套，让人看不下去，番剧面对的人群在幼儿到初中吧，剩下就是粉人设的人了。black的剧情会更好些,除了角色和题材比较新颖，还有部分是以科普的角度去讲的，只看剧情我觉得，不应该这么高分，老实说故事内容有些老套，让人看不下去，番剧面对的人群在幼儿到初中吧，剩下就是粉人设的人了。black的剧情会更好些,5
5339,爱吃栗子的年糕君QAQ,又能科普涨知识，有趣的番,又能科普涨知识，有趣的番,5
5341,丢了一撇的我,没的办法，必须五星支持一下。,没的办法，必须五星支持一下。,5
5342,夜幽羽影,＞(￣▽￣ = ￣︿￣)<,＞￣▽￣ = ￣︿￣,5
5343,Tiny_qian,很有意思的小番 每天在吃饭的时候看,很有意思的小番 每天在吃饭的时候看,5
5345,一根很逊的萝卜,本来计划给我周边的初中小朋友们推荐这部剧……直到我看到这有点暴力的画面，我………,本来计划给我周边的初中小朋友们推荐这部剧……直到我看到这有点暴力的画面，我………,5
5346,甘油茶,真正的正能量番,真正的正能量番,5
5347,爱的生煎包,好看，为了身体里永远支持自己的37兆位细胞们，要保护好自己鸭，健康加油！,好看，为了身体里永远支持自己的37兆位细胞们，要保护好自己鸭，健康加油！,5
5348,須彌三千,很不错的动漫，从里面也学到了很多原来还有这么多细胞为了让我活下去从而每天的认真工作啊！,很不错的动漫，从里面也学到了很多原来还有这么多细胞为了让我活下去从而每天的认真工作啊！,5
5349,荀芸子,请一定为了身体里那些可爱的细胞伙伴们，好好活着，每天健康开心的度过，因为到最后不管你是否放弃自己糟蹋自己，他们都会毫无条件全心全意的去保护你，拯救你，坚守你——细胞们的家园，直到他们存在的最后一天！,请一定为了身体里那些可爱的细胞伙伴们，好好活着，每天健康开心的度过，因为到最后不管你是否放弃自己糟蹋自己，他们都会毫无条件全心全意的去保护你，拯救你，坚守你——细胞们的家园，直到他们存在的最后一天！,5
5350,Ghost-_-M,比较，神奇的，科普番？_(•̀ω•́ 」∠)_,比较，神奇的，科普番？_•̀ω•́ 」∠_,5
5351,bili_16781584,制作水准一直保持到最后，对于故事的叙述也很好,制作水准一直保持到最后，对于故事的叙述也很好,5
5354,夜飞啊飞,谢谢你们，工作细胞们！因为有你们，我才能生活的这么好，时间最美好的事物一直存在于自己身体里！啊～ 活着真好！,谢谢你们，工作细胞们！因为有你们，我才能生活的这么好，时间最美好的事物一直存在于自己身体里！啊～ 活着真好！,5
5355,坂田老二,很好的一部番 推荐初一生物刚学到细胞的同学们看,很好的一部番 推荐初一生物刚学到细胞的同学们看,5
5356,亦噫已亿逸,各方面综合之后，我觉得是三星....（请理智看待，谢谢）,各方面综合之后，我觉得是三星....请理智看待，谢谢,5
5358,这是我活在当下的证明,不喜欢，不知道为什么评分怎么高。,不喜欢，不知道为什么评分怎么高。,5
5359,_-MaRin-_,我觉得不行,我觉得不行,5
5361,沉沦風叶,好看，还有科普,好看，还有科普,5
5362,人生迷茫路漫漫,很好的一部番，以人体中的细胞为主角，是前所未有的，让人感觉耳目一新，剧情也很不错。红细胞是个路痴，白细胞面冷心热，血小板萌的出血，让人欲罢不能。而且我身体里的细胞都在撒狗粮，我却还是个单身狗？！！！！,很好的一部番，以人体中的细胞为主角，是前所未有的，让人感觉耳目一新，剧情也很不错。红细胞是个路痴，白细胞面冷心热，血小板萌的出血，让人欲罢不能。而且我身体里的细胞都在撒狗粮，我却还是个单身狗？！！！！,5
5364,琪露诺是勇者,牵手吧，如果说这就是命运的话,牵手吧，如果说这就是命运的话,5
5365,Anguin7,总之，感谢陪伴。 作为一个理科生，工作细胞教会了很多知识，也明白了一些道理。 感谢陪伴。,总之，感谢陪伴。 作为一个理科生，工作细胞教会了很多知识，也明白了一些道理。 感谢陪伴。,5
5366,遗忘の神话,超级好看！科普番好棒！,超级好看！科普番好棒！,5
5367,暮至夜,看了第一集，好的，充会员去了,看了第一集，好的，充会员去了,5
5368,旅程视频设计,工作细胞新颖独特，第一次看动画学医学知识，早点出第二季吖。,工作细胞新颖独特，第一次看动画学医学知识，早点出第二季吖。,5
5369,氪命玩家麟翀,这是我看过的第二部科普番，第一部是蓝猫淘气三千问 (｀・ω・´),这是我看过的第二部科普番，第一部是蓝猫淘气三千问 ｀・ω・´,5
5370,WalseLau,非常好的科普类动漫、对于生物学和医学来说都有很大的帮助 支持！,非常好的科普类动漫、对于生物学和医学来说都有很大的帮助 支持！,5
5371,所有二次元最爱雏田,既有科普小知识 内容也丰富 最后一集也很感人,既有科普小知识 内容也丰富 最后一集也很感人,5
5373,想不出名字的人儿,不错～～～还有科普的效果23333,不错～～～还有科普的效果23333,5
5374,NAIMABEの暴走,最有意思的教育向动漫了……看完后你会感觉生物老师弱爆了啊23333强烈推荐！！！,最有意思的教育向动漫了……看完后你会感觉生物老师弱爆了啊23333强烈推荐！！！,5
5375,柒情欸,这部番诠释了几种比较常见的病症，以及对癌细胞的科普还是很好评的，就是集数少了一点！希望出2,这部番诠释了几种比较常见的病症，以及对癌细胞的科普还是很好评的，就是集数少了一点！希望出2,5
5376,番茄炒西红柿emm,我们所在的世界不也是一个身体，我们不也是这些所谓的细胞吗,我们所在的世界不也是一个身体，我们不也是这些所谓的细胞吗,5
5377,五和真知子,最后一集被弹幕“她虽然总是迷路，但是她的心从来没有迷失方向”这句话泪目了，各位，要爱惜自己的身体啊。 我感觉我是不是应该去献个血。。。,最后一集被弹幕“她虽然总是迷路，但是她的心从来没有迷失方向”这句话泪目了，各位，要爱惜自己的身体啊。 我感觉我是不是应该去献个血。。。,5
5378,情纯小仙女,好好爱护身体吧,好好爱护身体吧,5
5379,作业★我们分手吧,照顾好自己,照顾好自己,5
5380,青苔が身につく,千言万语也表达不了我喜欢这部番,千言万语也表达不了我喜欢这部番,5
5381,我还能说什么额,good job,good job,5
5382,健壮deToro,作为一部非常具有教育意义的动画，真的炒鸡好看......狗粮真好吃，血小板酱赛高！！！！！,作为一部非常具有教育意义的动画，真的炒鸡好看......狗粮真好吃，血小板酱赛高！！！！！,5
5384,御宅御零,为我身体里的细胞献上5颗星,为我身体里的细胞献上5颗星,5
5385,白笛谜,血小板太萌了! 高考党表示番补完生物可以提20分5⭐,血小板太萌了! 高考党表示番补完生物可以提20分5⭐,5
5388,山间有小溪,把人体里的细胞都拟人化感觉很有意思啊！各位，我喜欢树突细胞!开始对人体机能产生了兴趣，上大学之后生物就已经被我忘光了，不过生物果然很有趣啊。,把人体里的细胞都拟人化感觉很有意思啊！各位，我喜欢树突细胞!开始对人体机能产生了兴趣，上大学之后生物就已经被我忘光了，不过生物果然很有趣啊。,5
5389,ATP水解酶,啊啊啊啊啊啊最后一集赚足眼泪！！！13集短小精悍，情节很棒！超爱！,啊啊啊啊啊啊最后一集赚足眼泪！！！13集短小精悍，情节很棒！超爱！,5
5390,G乐平,在学校了解过，有教育意义，但过于萌系,在学校了解过，有教育意义，但过于萌系,5
5391,叫小菲菲不可爱吗,语死早只能说真的超棒啊啊啊啊！,语死早只能说真的超棒啊啊啊啊！,5
5392,今天下筱雨了吗,55555趁着大会员还在看完惹,55555趁着大会员还在看完惹,5
5393,豪子里昂,这番怎么烁呢。？,这番怎么烁呢。？,5
5395,azalixu,很好的科普呀,很好的科普呀,5
5396,MSP430E,我也要好好工作才行呢,我也要好好工作才行呢,5
5397,妮可妮可妮可妮可妮,5星就完事了,5星就完事了,5
5398,猫H丶,我永远喜欢白细胞！！！！！！,我永远喜欢白细胞！！！！！！,5
5399,阿尔托莉雅ー潘德拉贡,血小板是要萌死我吗？,血小板是要萌死我吗？,5
5400,冥帝残月,很好看，值得一看,很好看，值得一看,5
5401,Wedneston,一部非常优秀的以拟人与科普为主要看点的轻松的番剧，虽然经常会有危机但是也有机会被化解，就像我们的生活一样。 不可以一蹶不振，要快乐，健康第一。,一部非常优秀的以拟人与科普为主要看点的轻松的番剧，虽然经常会有危机但是也有机会被化解，就像我们的生活一样。 不可以一蹶不振，要快乐，健康第一。,5
5402,全玻璃外壳,爱死了，超级好看,爱死了，超级好看,5
5403,泉此方QAQ,有趣还能科普，重要的是还有香菜！,有趣还能科普，重要的是还有香菜！,5
5404,剑神秦夕颜,2018年7月新番最大的黑马,2018年7月新番最大的黑马,5
5405,ViTa柠檬精,一直存着等完结看，现在看完了，觉得果然自己爱惜自己才最重要！毕竟我体内有那么多可爱的细胞啊～,一直存着等完结看，现在看完了，觉得果然自己爱惜自己才最重要！毕竟我体内有那么多可爱的细胞啊～,5
5407,chenyiran1036,动漫很好看！！！很新颖的题材，画面也很好！！,动漫很好看！！！很新颖的题材，画面也很好！！,5
5408,火洣,满分！！！！！！,满分！！！！！！,5
5409,悲催光环7,起先是由血小板的cos知道这部剧，第一集看完就为了这部剧专门开了会员，看过之后绝不后悔，话说……血小板是你们的，巨噬细胞我就抱回家啦,起先是由血小板的cos知道这部剧，第一集看完就为了这部剧专门开了会员，看过之后绝不后悔，话说……血小板是你们的，巨噬细胞我就抱回家啦,5
5410,爱美必和我贴贴,非常有教育意义的番剧！,非常有教育意义的番剧！,5
5413,浪一小,血小板可爱,血小板可爱,5
5414,广州全智賢,“照顾好自己。因为你不仅伤害了自己还伤害了37亿个细胞”,“照顾好自己。因为你不仅伤害了自己还伤害了37亿个细胞”,5
5415,RHODES_HEX,还是太硬核了,还是太硬核了,5
5418,Red-2077,"二次元的人体科普,期待国配","二次元的人体科普,期待国配",5
5419,YuneLi,a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,5
5420,梦毒,除去一些设计的有点尴尬的地方，其他都蛮好的。五星好评,除去一些设计的有点尴尬的地方，其他都蛮好的。五星好评,5
5421,初璃北兮,想看第二季,想看第二季,5
5422,评论区的脑洞君,最后一集为我们老乡长脸了，重点是东北人很热情的哦。这部番也写出来了这点。不错5星,最后一集为我们老乡长脸了，重点是东北人很热情的哦。这部番也写出来了这点。不错5星,5
5423,Serpdren,有2吗。。,有2吗。。,5
5424,家常,长知识，角色萌，让人能很形象的学到一些基础的知识，对于厌烦了死板的书本学生来说是一个提升兴趣的番，对其他人也能凭借着优秀的表现而喜欢，是一个很好的番剧，能做到这些作为一部科普、子供番已经大大超出了。,长知识，角色萌，让人能很形象的学到一些基础的知识，对于厌烦了死板的书本学生来说是一个提升兴趣的番，对其他人也能凭借着优秀的表现而喜欢，是一个很好的番剧，能做到这些作为一部科普、子供番已经大大超出了。,5
5425,沉默的断章,血小板就是正义，身体里的故事，科普向，剧情有趣,血小板就是正义，身体里的故事，科普向，剧情有趣,5
5426,大葡萄媛子,挺好看的 可以了解很多知识 以后说到这些细胞的时候都会想到这些人物 挺好的,挺好看的 可以了解很多知识 以后说到这些细胞的时候都会想到这些人物 挺好的,5
5427,狍子鹿鹿鹿,感觉有点教育意义,感觉有点教育意义,5
5428,梦-二次元,近年来少有看哭我的番,近年来少有看哭我的番,5
5429,好想要见见你呀,啊，血小板好可爱！！！！,啊，血小板好可爱！！！！,5
5430,汤圆烫,好看好看！,好看好看！,5
5431,游佐由依,啊 又想见血小板了,啊 又想见血小板了,5
5432,莫怡如,好看的很有科普性,好看的很有科普性,5
5433,明知早知离别,活着这么久不易啊,活着这么久不易啊,5
5434,老王www,毕业多年的理科生不要脸滴表示，很亲切的设定～一集一个小故事的形式也不容易崩，毕竟人体内有那么多让人惊叹的小秘密，只要能好好讲出来，就不愁没有好故事。没错我在许愿第二三四...季啦！,毕业多年的理科生不要脸滴表示，很亲切的设定～一集一个小故事的形式也不容易崩，毕竟人体内有那么多让人惊叹的小秘密，只要能好好讲出来，就不愁没有好故事。没错我在许愿第二三四...季啦！,5
5435,饭团的二欢,整体上还行，专业术语整得有点多让我也认真了起来……但还是有些地方槽点也多……想要在这部作品学习专业知识的话只用看方框里的字就够了。,整体上还行，专业术语整得有点多让我也认真了起来……但还是有些地方槽点也多……想要在这部作品学习专业知识的话只用看方框里的字就够了。,5
5436,助手さま大好き,超出预期的好的一部番，涨了很多知识的同时又被喂了很多狗粮就是了_(:з」∠)_,超出预期的好的一部番，涨了很多知识的同时又被喂了很多狗粮就是了_:з」∠_,5
5437,迷路阿飞,外来物种大量入侵B站希望B站的原住民别被新来的取而代之了,外来物种大量入侵B站希望B站的原住民别被新来的取而代之了,5
5438,きのしたひでよし,血小板最棒,血小板最棒,5
5439,水来桑,最成功的一部番剧,最成功的一部番剧,5
5440,鈴木達央の黏黏无尾熊,深觉受伤真是对不起我体内的细胞们,深觉受伤真是对不起我体内的细胞们,5
5441,八百万只喵,辛苦各位啦,辛苦各位啦,5
5442,二之国交错世界,设定新奇，阵容强大，我还能说什么呢,设定新奇，阵容强大，我还能说什么呢,5
5443,蠢琊乖乖,血小板！！！,血小板！！！,5
5445,一只小明LLK,为了自己体内的细胞一定要好好活着！！,为了自己体内的细胞一定要好好活着！！,5
5446,MARKGAO1998,真心感谢这部番以通俗易懂而又励志的形式介绍了人体内各种细胞的功能。仔细想想，体内的细胞们为了维持这副身体的正常运转都这么努力，那么作为这副身体的主人，我又有什么理由不努力活下去呢？,真心感谢这部番以通俗易懂而又励志的形式介绍了人体内各种细胞的功能。仔细想想，体内的细胞们为了维持这副身体的正常运转都这么努力，那么作为这副身体的主人，我又有什么理由不努力活下去呢？,5
5447,亲爱的小貓先生,在我朋友圈空间微博火了这么久的番，终于被我补完了，首先真的很被这种细胞团结的力量打动，其次这部番很有教育作用，可以让大家能够更了解自己的身体内部的状况，要一直健康哦，这部番身体里边的细胞都太可爱了！！,在我朋友圈空间微博火了这么久的番，终于被我补完了，首先真的很被这种细胞团结的力量打动，其次这部番很有教育作用，可以让大家能够更了解自己的身体内部的状况，要一直健康哦，这部番身体里边的细胞都太可爱了！！,5
5448,Seanwe,一个字棒，俩个字好看，三个字第二季。,一个字棒，俩个字好看，三个字第二季。,5
5449,ltouMakoto,emmm看完之后张姿势了,emmm看完之后张姿势了,5
5450,小憨直男,好看ヾ(●´∇｀●)ﾉ哇～,好看ヾ●´∇｀●ﾉ哇～,5
5451,源子van,很喜欢的一部番剧，用拟人化的形式讲述了人身体的种种变化，看到最后两集莫名伤感。em。。。。。要好好爱惜身体啊米娜,很喜欢的一部番剧，用拟人化的形式讲述了人身体的种种变化，看到最后两集莫名伤感。em。。。。。要好好爱惜身体啊米娜,5
5452,琉璃Yoki,喜欢香菜的红血球(≧ω≦)/,喜欢香菜的红血球≧ω≦/,5
5453,眼罩才是本体233,创意很好，科普性强，1146超帅啊啊啊啊啊啊啊啊,创意很好，科普性强，1146超帅啊啊啊啊啊啊啊啊,5
5454,电脑玩家电波,迟到的完结撒花，看了之后，感觉更要好好的生活了，不然怎么对得起37兆的细胞们呢2333,迟到的完结撒花，看了之后，感觉更要好好的生活了，不然怎么对得起37兆的细胞们呢2333,5
5455,翩然幻蝶若烟花,这番告诉我们要爱惜自己，不要给我们可爱的细胞添麻烦，他们每天那么辛苦,这番告诉我们要爱惜自己，不要给我们可爱的细胞添麻烦，他们每天那么辛苦,5
5456,二狗的幸福生活-,值得五星的番剧,值得五星的番剧,5
5457,Aoki花了6个币,其实是科普片。,其实是科普片。,5
5458,我只有五个男人,话不多说，笔芯。,话不多说，笔芯。,5
5459,御坂美琴09号,哈哈哈，血小板好可爱,哈哈哈，血小板好可爱,5
5461,粥颗盐,设定很有创意感觉算近些年来挺有创意的番了，但可能因为每集设定是一个症状就是会有种单元剧的感觉，容易缺乏高潮和新鲜感了。但漫画其他番外挺有趣的，也期待动画化啊！,设定很有创意感觉算近些年来挺有创意的番了，但可能因为每集设定是一个症状就是会有种单元剧的感觉，容易缺乏高潮和新鲜感了。但漫画其他番外挺有趣的，也期待动画化啊！,5
5462,---戏言---,科普番，不錯不錯，另外，5星給白血球~,科普番，不錯不錯，另外，5星給白血球,5
5464,账号已注销,我的血小板世界第一可爱ớ ₃ờ,我的血小板世界第一可爱ớ ₃ờ,5
5465,アグニ,不错的日常科普番,不错的日常科普番,5
5467,Clear雨,感谢为学生物的人提供如此生动的教学，也万分感谢让我认识了那么多因我而努力的细胞们啊w,感谢为学生物的人提供如此生动的教学，也万分感谢让我认识了那么多因我而努力的细胞们啊w,5
5468,卡卡弥稀,好喜欢血小板，太有爱了。,好喜欢血小板，太有爱了。,5
5469,_陳嵊,非常好看！！！！,非常好看！！！！,5
5471,瞪谁谁怀孕哦,老少咸宜。,老少咸宜。,5
5473,盖被子的猫,我给4颗星是觉得综合来说这个番的质量不错还有一点点科普性质。但还是不是神作,我给4颗星是觉得综合来说这个番的质量不错还有一点点科普性质。但还是不是神作,5
5474,渚之星,寓教于乐，同时又不失狗粮与搞笑桥段，合而为一，一部别致另类的好番,寓教于乐，同时又不失狗粮与搞笑桥段，合而为一，一部别致另类的好番,5
5475,寂冢,健康是最好的祝福了！,健康是最好的祝福了！,5
5476,ヾ灰白,科普番还是第一次看，另外我永远喜欢红血球( ॑꒳ ॑ ),科普番还是第一次看，另外我永远喜欢红血球 ॑꒳ ॑,5
5477,靑onion,在医院陪住院的阿公，吸了一辈子烟和潮汕口味，80多岁喉癌和肺气肿，喉咙肿瘤连液体都很难吞咽，日夜倒睡，晚上特别折磨人。看完结集的时候就在想他的身体里是什么样的，细胞的大家都是偏执狂吧。,在医院陪住院的阿公，吸了一辈子烟和潮汕口味，80多岁喉癌和肺气肿，喉咙肿瘤连液体都很难吞咽，日夜倒睡，晚上特别折磨人。看完结集的时候就在想他的身体里是什么样的，细胞的大家都是偏执狂吧。,5
5478,河被人,rua，看着过瘾这就对了！整体上来说已经很好了（除了偶尔的崩坏和火柴人以外），话说我没想到细胞也能这么燃。。。。,rua，看着过瘾这就对了！整体上来说已经很好了除了偶尔的崩坏和火柴人以外，话说我没想到细胞也能这么燃。。。。,5
5479,ANkyrainstar,觉得13话把这部番的立意提升了一个层次。前面一直是个科普番还带着一些狗粮，但看完最后一话真的感触很深。连细胞面临绝境都还挣扎着，何况是人呢。希望大家都能爱惜自己的身体，好好活着,觉得13话把这部番的立意提升了一个层次。前面一直是个科普番还带着一些狗粮，但看完最后一话真的感触很深。连细胞面临绝境都还挣扎着，何况是人呢。希望大家都能爱惜自己的身体，好好活着,5
5482,捉猪少女z,学生物的时候头脑都有他们啦 敲可爱好看,学生物的时候头脑都有他们啦 敲可爱好看,5
5483,一个可爱的小鱼干,超喜欢血小板,超喜欢血小板,5
5484,Bili_17397256,这是我今年看到的最棒的番,这是我今年看到的最棒的番,5
5485,梅花悬于枝头,很有趣的动画，想到身体里有那么多每天都在努力的细胞，我都充满了力量了。还有最重要的一点就是好好照顾身体，长命百岁啊~,很有趣的动画，想到身体里有那么多每天都在努力的细胞，我都充满了力量了。还有最重要的一点就是好好照顾身体，长命百岁啊,5
5486,青冥月华,没太多说的，很不错的番,没太多说的，很不错的番,5
5487,我家艾拉美如画,还行吧，没有想象中那么好看，血小板出现场次太少了，但是白血球好暖，红血球呆萌呆萌哒,还行吧，没有想象中那么好看，血小板出现场次太少了，但是白血球好暖，红血球呆萌呆萌哒,5
5488,Tomahawk-potato,豁 最后一集没看 看不了了,豁 最后一集没看 看不了了,5
5489,495年のLED,实话，挺有趣的,实话，挺有趣的,5
5491,翳羽见君,更新完之后就都要会员了，庆幸自己有一集一集的追,更新完之后就都要会员了，庆幸自己有一集一集的追,5
5492,啵啵啵啵圈儿O,看番学生物(๑•ั็ω•็ั๑),看番学生物๑•ั็ω•็ั๑,5
5493,诗八千,阿学医的毫无压力阿w血小板好可爱,阿学医的毫无压力阿w血小板好可爱,5
5494,憨憨军团总司令,很不错的一部番,很不错的一部番,5
5495,宇宙漫游记い,工作细胞真的超级好啊！,工作细胞真的超级好啊！,5
5496,水忘れ月川,b站好变态，一播完几天后就只能永久大会员看了…,b站好变态，一播完几天后就只能永久大会员看了…,5
5497,孤独的编曲人,一集一集追赶过来，结果留下了穷人的眼泪,一集一集追赶过来，结果留下了穷人的眼泪,5
5498,三册儿,优秀子供向,优秀子供向,5
5499,GraceAuthor,超级喜欢血小板,超级喜欢血小板,5
5500,逍遥の翎,真希望高中生物课老师可以拿这部番讲稳态,真希望高中生物课老师可以拿这部番讲稳态,5
5501,桜の思念在凋落丶,一看是是因为在抖音上看到的血小板的样子觉得很可爱才可是对这部番剧开始感兴趣的，后来发现这是一部很好的番剧，以细胞拟人化的方式来科普人体中各个细胞的作用，即可以了解到一定的常识，有可以很愉快轻松的看完它,一看是是因为在抖音上看到的血小板的样子觉得很可爱才可是对这部番剧开始感兴趣的，后来发现这是一部很好的番剧，以细胞拟人化的方式来科普人体中各个细胞的作用，即可以了解到一定的常识，有可以很愉快轻松的看完它,5
